emoji,unicode,category,unicodename
🛀,\U0001f6c0,objects,BATH
🛀🏻,\U0001f6c0\U0001f3fb,objects,---
🛀🏼,\U0001f6c0\U0001f3fc,objects,---
🛀🏽,\U0001f6c0\U0001f3fd,objects,---
🛀🏾,\U0001f6c0\U0001f3fe,objects,---
🛀🏿,\U0001f6c0\U0001f3ff,objects,---
🧼,\U0001f9fc,objects,BAR OF SOAP
🪥,\U0001faa5,objects,TOOTHBRUSH
🪒,\U0001fa92,objects,RAZOR
🪮,\U0001faae,objects,---
🧽,\U0001f9fd,objects,SPONGE
🪣,\U0001faa3,objects,BUCKET
🧴,\U0001f9f4,objects,LOTION BOTTLE
🛎️,\U0001f6ce\ufe0f,objects,---
🔑,\U0001f511,objects,KEY
🗝️,\U0001f5dd\ufe0f,objects,---
🚪,\U0001f6aa,objects,DOOR
🪑,\U0001fa91,objects,CHAIR
🛋️,\U0001f6cb\ufe0f,objects,---
🛏️,\U0001f6cf\ufe0f,objects,---
🛌,\U0001f6cc,objects,SLEEPING ACCOMMODATION
🛌🏻,\U0001f6cc\U0001f3fb,objects,---
🛌🏼,\U0001f6cc\U0001f3fc,objects,---
🛌🏽,\U0001f6cc\U0001f3fd,objects,---
🛌🏾,\U0001f6cc\U0001f3fe,objects,---
🛌🏿,\U0001f6cc\U0001f3ff,objects,---
🧸,\U0001f9f8,objects,TEDDY BEAR
🪆,\U0001fa86,objects,NESTING DOLLS
🖼️,\U0001f5bc\ufe0f,objects,---
🪞,\U0001fa9e,objects,MIRROR
🪟,\U0001fa9f,objects,WINDOW
🛍️,\U0001f6cd\ufe0f,objects,---
🛒,\U0001f6d2,objects,SHOPPING TROLLEY
🎁,\U0001f381,objects,WRAPPED PRESENT
🎈,\U0001f388,objects,BALLOON
🎏,\U0001f38f,objects,CARP STREAMER
🎀,\U0001f380,objects,RIBBON
🪄,\U0001fa84,objects,MAGIC WAND
🪅,\U0001fa85,objects,PINATA
🎊,\U0001f38a,objects,CONFETTI BALL
🎉,\U0001f389,objects,PARTY POPPER
🎎,\U0001f38e,objects,JAPANESE DOLLS
🪭,\U0001faad,objects,---
🏮,\U0001f3ee,objects,IZAKAYA LANTERN
🎐,\U0001f390,objects,WIND CHIME
🪩,\U0001faa9,objects,---
🧧,\U0001f9e7,objects,RED GIFT ENVELOPE
✉️,\u2709\ufe0f,objects,---
📩,\U0001f4e9,objects,ENVELOPE WITH DOWNWARDS ARROW ABOVE
📨,\U0001f4e8,objects,INCOMING ENVELOPE
📧,\U0001f4e7,objects,E-MAIL SYMBOL
💌,\U0001f48c,objects,LOVE LETTER
📥,\U0001f4e5,objects,INBOX TRAY
📤,\U0001f4e4,objects,OUTBOX TRAY
📦,\U0001f4e6,objects,PACKAGE
🏷️,\U0001f3f7\ufe0f,objects,---
🪧,\U0001faa7,objects,PLACARD
📪,\U0001f4ea,objects,CLOSED MAILBOX WITH LOWERED FLAG
📫,\U0001f4eb,objects,CLOSED MAILBOX WITH RAISED FLAG
📬,\U0001f4ec,objects,OPEN MAILBOX WITH RAISED FLAG
📭,\U0001f4ed,objects,OPEN MAILBOX WITH LOWERED FLAG
📮,\U0001f4ee,objects,POSTBOX
📯,\U0001f4ef,objects,POSTAL HORN
📜,\U0001f4dc,objects,SCROLL
📃,\U0001f4c3,objects,PAGE WITH CURL
📄,\U0001f4c4,objects,PAGE FACING UP
📑,\U0001f4d1,objects,BOOKMARK TABS
🧾,\U0001f9fe,objects,RECEIPT
📊,\U0001f4ca,objects,BAR CHART
📈,\U0001f4c8,objects,CHART WITH UPWARDS TREND
📉,\U0001f4c9,objects,CHART WITH DOWNWARDS TREND
🗒️,\U0001f5d2\ufe0f,objects,---
🗓️,\U0001f5d3\ufe0f,objects,---
📆,\U0001f4c6,objects,TEAR-OFF CALENDAR
📅,\U0001f4c5,objects,CALENDAR
🗑️,\U0001f5d1\ufe0f,objects,---
📇,\U0001f4c7,objects,CARD INDEX
🗃️,\U0001f5c3\ufe0f,objects,---
🗳️,\U0001f5f3\ufe0f,objects,---
🗄️,\U0001f5c4\ufe0f,objects,---
📋,\U0001f4cb,objects,CLIPBOARD
📁,\U0001f4c1,objects,FILE FOLDER
📂,\U0001f4c2,objects,OPEN FILE FOLDER
🗂️,\U0001f5c2\ufe0f,objects,---
🗞️,\U0001f5de\ufe0f,objects,---
📰,\U0001f4f0,objects,NEWSPAPER
📓,\U0001f4d3,objects,NOTEBOOK
📝,\U0001f4dd,objects,MEMO
✏️,\u270f\ufe0f,objects,---
🔍,\U0001f50d,objects,LEFT-POINTING MAGNIFYING GLASS
🔎,\U0001f50e,objects,RIGHT-POINTING MAGNIFYING GLASS
🔏,\U0001f50f,objects,LOCK WITH INK PEN
🔐,\U0001f510,objects,CLOSED LOCK WITH KEY
🔒,\U0001f512,objects,LOCK
🔓,\U0001f513,objects,OPEN LOCK
📔,\U0001f4d4,objects,NOTEBOOK WITH DECORATIVE COVER
📒,\U0001f4d2,objects,LEDGER
📕,\U0001f4d5,objects,CLOSED BOOK
📗,\U0001f4d7,objects,GREEN BOOK
📘,\U0001f4d8,objects,BLUE BOOK
📙,\U0001f4d9,objects,ORANGE BOOK
📚,\U0001f4da,objects,BOOKS
📖,\U0001f4d6,objects,OPEN BOOK
🔖,\U0001f516,objects,BOOKMARK
🧷,\U0001f9f7,objects,SAFETY PIN
🔗,\U0001f517,objects,LINK SYMBOL
📎,\U0001f4ce,objects,PAPERCLIP
🖇️,\U0001f587\ufe0f,objects,---
📐,\U0001f4d0,objects,TRIANGULAR RULER
📏,\U0001f4cf,objects,STRAIGHT RULER
🧮,\U0001f9ee,objects,ABACUS
📌,\U0001f4cc,objects,PUSHPIN
📍,\U0001f4cd,objects,ROUND PUSHPIN
✂️,\u2702\ufe0f,objects,---
🖊️,\U0001f58a\ufe0f,objects,---
🖋️,\U0001f58b\ufe0f,objects,---
✒️,\u2712\ufe0f,objects,---
🖌️,\U0001f58c\ufe0f,objects,---
🖍️,\U0001f58d\ufe0f,objects,---
🩷,\U0001fa77,symbols,---
❤️,\u2764\ufe0f,symbols,---
🧡,\U0001f9e1,symbols,ORANGE HEART
💛,\U0001f49b,symbols,YELLOW HEART
💚,\U0001f49a,symbols,GREEN HEART
🩵,\U0001fa75,symbols,---
💙,\U0001f499,symbols,BLUE HEART
💜,\U0001f49c,symbols,PURPLE HEART
🖤,\U0001f5a4,symbols,BLACK HEART
🩶,\U0001fa76,symbols,---
🤍,\U0001f90d,symbols,WHITE HEART
🤎,\U0001f90e,symbols,BROWN HEART
💔,\U0001f494,symbols,BROKEN HEART
❤️‍🔥,\u2764\ufe0f\u200d\U0001f525,symbols,---
❤️‍🩹,\u2764\ufe0f\u200d\U0001fa79,symbols,---
❣️,\u2763\ufe0f,symbols,---
💕,\U0001f495,symbols,TWO HEARTS
💞,\U0001f49e,symbols,REVOLVING HEARTS
💓,\U0001f493,symbols,BEATING HEART
💗,\U0001f497,symbols,GROWING HEART
💖,\U0001f496,symbols,SPARKLING HEART
💘,\U0001f498,symbols,HEART WITH ARROW
💝,\U0001f49d,symbols,HEART WITH RIBBON
💟,\U0001f49f,symbols,HEART DECORATION
☮️,\u262e\ufe0f,symbols,---
✝️,\u271d\ufe0f,symbols,---
☪️,\u262a\ufe0f,symbols,---
🕉️,\U0001f549\ufe0f,symbols,---
☸️,\u2638\ufe0f,symbols,---
🪯,\U0001faaf,symbols,---
✡️,\u2721\ufe0f,symbols,---
🔯,\U0001f52f,symbols,SIX POINTED STAR WITH MIDDLE DOT
🕎,\U0001f54e,symbols,MENORAH WITH NINE BRANCHES
☯️,\u262f\ufe0f,symbols,---
☦️,\u2626\ufe0f,symbols,---
🛐,\U0001f6d0,symbols,PLACE OF WORSHIP
⛎,\u26ce,symbols,OPHIUCHUS
♈,\u2648,symbols,ARIES
♉,\u2649,symbols,TAURUS
♊,\u264a,symbols,GEMINI
♋,\u264b,symbols,CANCER
♌,\u264c,symbols,LEO
♍,\u264d,symbols,VIRGO
♎,\u264e,symbols,LIBRA
♏,\u264f,symbols,SCORPIUS
♐,\u2650,symbols,SAGITTARIUS
♑,\u2651,symbols,CAPRICORN
♒,\u2652,symbols,AQUARIUS
♓,\u2653,symbols,PISCES
🆔,\U0001f194,symbols,SQUARED ID
⚛️,\u269b\ufe0f,symbols,---
🉑,\U0001f251,symbols,CIRCLED IDEOGRAPH ACCEPT
☢️,\u2622\ufe0f,symbols,---
☣️,\u2623\ufe0f,symbols,---
📴,\U0001f4f4,symbols,MOBILE PHONE OFF
📳,\U0001f4f3,symbols,VIBRATION MODE
🈶,\U0001f236,symbols,SQUARED CJK UNIFIED IDEOGRAPH-6709
🈚,\U0001f21a,symbols,SQUARED CJK UNIFIED IDEOGRAPH-7121
🈸,\U0001f238,symbols,SQUARED CJK UNIFIED IDEOGRAPH-7533
🈺,\U0001f23a,symbols,SQUARED CJK UNIFIED IDEOGRAPH-55B6
🈷️,\U0001f237\ufe0f,symbols,---
✴️,\u2734\ufe0f,symbols,---
🆚,\U0001f19a,symbols,SQUARED VS
💮,\U0001f4ae,symbols,WHITE FLOWER
🉐,\U0001f250,symbols,CIRCLED IDEOGRAPH ADVANTAGE
㊙️,\u3299\ufe0f,symbols,---
㊗️,\u3297\ufe0f,symbols,---
🈴,\U0001f234,symbols,SQUARED CJK UNIFIED IDEOGRAPH-5408
🈵,\U0001f235,symbols,SQUARED CJK UNIFIED IDEOGRAPH-6E80
🈹,\U0001f239,symbols,SQUARED CJK UNIFIED IDEOGRAPH-5272
🈲,\U0001f232,symbols,SQUARED CJK UNIFIED IDEOGRAPH-7981
🅰️,\U0001f170\ufe0f,symbols,---
❔,\u2754,symbols,WHITE QUESTION MARK ORNAMENT
‼️,\u203c\ufe0f,symbols,---
⁉️,\u2049\ufe0f,symbols,---
🔅,\U0001f505,symbols,LOW BRIGHTNESS SYMBOL
🔆,\U0001f506,symbols,HIGH BRIGHTNESS SYMBOL
〽️,\u303d\ufe0f,symbols,---
⚠️,\u26a0\ufe0f,symbols,---
🚸,\U0001f6b8,symbols,CHILDREN CROSSING
🔱,\U0001f531,symbols,TRIDENT EMBLEM
⚜️,\u269c\ufe0f,symbols,---
🔰,\U0001f530,symbols,JAPANESE SYMBOL FOR BEGINNER
♻️,\u267b\ufe0f,symbols,---
✅,\u2705,symbols,WHITE HEAVY CHECK MARK
🈯,\U0001f22f,symbols,SQUARED CJK UNIFIED IDEOGRAPH-6307
💹,\U0001f4b9,symbols,CHART WITH UPWARDS TREND AND YEN SIGN
❇️,\u2747\ufe0f,symbols,---
✳️,\u2733\ufe0f,symbols,---
❎,\u274e,symbols,NEGATIVE SQUARED CROSS MARK
🌐,\U0001f310,symbols,GLOBE WITH MERIDIANS
💠,\U0001f4a0,symbols,DIAMOND SHAPE WITH A DOT INSIDE
Ⓜ️,\u24c2\ufe0f,symbols,---
🌀,\U0001f300,symbols,CYCLONE
💤,\U0001f4a4,symbols,SLEEPING SYMBOL
🏧,\U0001f3e7,symbols,AUTOMATED TELLER MACHINE
🔠,\U0001f520,symbols,INPUT SYMBOL FOR LATIN CAPITAL LETTERS
🆖,\U0001f196,symbols,SQUARED NG
🆗,\U0001f197,symbols,SQUARED OK
🆙,\U0001f199,symbols,SQUARED UP WITH EXCLAMATION MARK
🆒,\U0001f192,symbols,SQUARED COOL
🆕,\U0001f195,symbols,SQUARED NEW
🆓,\U0001f193,symbols,SQUARED FREE
0️⃣,0\ufe0f\u20e3,symbols,---
1️⃣,1\ufe0f\u20e3,symbols,---
2️⃣,2\ufe0f\u20e3,symbols,---
3️⃣,3\ufe0f\u20e3,symbols,---
4️⃣,4\ufe0f\u20e3,symbols,---
5️⃣,5\ufe0f\u20e3,symbols,---
6️⃣,6\ufe0f\u20e3,symbols,---
7️⃣,7\ufe0f\u20e3,symbols,---
8️⃣,8\ufe0f\u20e3,symbols,---
9️⃣,9\ufe0f\u20e3,symbols,---
🔟,\U0001f51f,symbols,KEYCAP TEN
🔢,\U0001f522,symbols,INPUT SYMBOL FOR NUMBERS
#️⃣,#\ufe0f\u20e3,symbols,---
⏏️,\u23cf\ufe0f,symbols,---
▶️,\u25b6\ufe0f,symbols,---
⏸️,\u23f8\ufe0f,symbols,---
⏯️,\u23ef\ufe0f,symbols,---
⏹️,\u23f9\ufe0f,symbols,---
⏺️,\u23fa\ufe0f,symbols,---
⏭️,\u23ed\ufe0f,symbols,---
⏮️,\u23ee\ufe0f,symbols,---
⏩,\u23e9,symbols,BLACK RIGHT-POINTING DOUBLE TRIANGLE
⏪,\u23ea,symbols,BLACK LEFT-POINTING DOUBLE TRIANGLE
⏫,\u23eb,symbols,BLACK UP-POINTING DOUBLE TRIANGLE
⏬,\u23ec,symbols,BLACK DOWN-POINTING DOUBLE TRIANGLE
◀️,\u25c0\ufe0f,symbols,---
🔼,\U0001f53c,symbols,UP-POINTING SMALL RED TRIANGLE
🔽,\U0001f53d,symbols,DOWN-POINTING SMALL RED TRIANGLE
➡️,\u27a1\ufe0f,symbols,---
⬅️,\u2b05\ufe0f,symbols,---
⬆️,\u2b06\ufe0f,symbols,---
⬇️,\u2b07\ufe0f,symbols,---
↗️,\u2197\ufe0f,symbols,---
↘️,\u2198\ufe0f,symbols,---
↙️,\u2199\ufe0f,symbols,---
↖️,\u2196\ufe0f,symbols,---
↕️,\u2195\ufe0f,symbols,---
↔️,\u2194\ufe0f,symbols,---
↪️,\u21aa\ufe0f,symbols,---
↩️,\u21a9\ufe0f,symbols,---
🅱️,\U0001f171\ufe0f,symbols,---
🆎,\U0001f18e,symbols,NEGATIVE SQUARED AB
🆑,\U0001f191,symbols,SQUARED CL
🅾️,\U0001f17e\ufe0f,symbols,---
🆘,\U0001f198,symbols,SQUARED SOS
❌,\u274c,symbols,CROSS MARK
⭕,\u2b55,symbols,HEAVY LARGE CIRCLE
🛑,\U0001f6d1,symbols,OCTAGONAL SIGN
⛔,\u26d4,symbols,NO ENTRY
📛,\U0001f4db,symbols,NAME BADGE
🚫,\U0001f6ab,symbols,NO ENTRY SIGN
💯,\U0001f4af,symbols,HUNDRED POINTS SYMBOL
💢,\U0001f4a2,symbols,ANGER SYMBOL
♨️,\u2668\ufe0f,symbols,---
🚷,\U0001f6b7,symbols,NO PEDESTRIANS
🚯,\U0001f6af,symbols,DO NOT LITTER SYMBOL
🚳,\U0001f6b3,symbols,NO BICYCLES
🚱,\U0001f6b1,symbols,NON-POTABLE WATER SYMBOL
🔞,\U0001f51e,symbols,NO ONE UNDER EIGHTEEN SYMBOL
📵,\U0001f4f5,symbols,NO MOBILE PHONES
🚭,\U0001f6ad,symbols,NO SMOKING SYMBOL
❗,\u2757,symbols,HEAVY EXCLAMATION MARK SYMBOL
❕,\u2755,symbols,WHITE EXCLAMATION MARK ORNAMENT
❓,\u2753,symbols,BLACK QUESTION MARK ORNAMENT
🚾,\U0001f6be,symbols,WATER CLOSET
♿,\u267f,symbols,WHEELCHAIR SYMBOL
🅿️,\U0001f17f\ufe0f,symbols,---
🛗,\U0001f6d7,symbols,ELEVATOR
🈳,\U0001f233,symbols,SQUARED CJK UNIFIED IDEOGRAPH-7A7A
🈂️,\U0001f202\ufe0f,symbols,---
🛂,\U0001f6c2,symbols,PASSPORT CONTROL
🛃,\U0001f6c3,symbols,CUSTOMS
🛄,\U0001f6c4,symbols,BAGGAGE CLAIM
🛅,\U0001f6c5,symbols,LEFT LUGGAGE
🛜,\U0001f6dc,symbols,---
🚹,\U0001f6b9,symbols,MENS SYMBOL
🚺,\U0001f6ba,symbols,WOMENS SYMBOL
🚼,\U0001f6bc,symbols,BABY SYMBOL
⚧️,\u26a7\ufe0f,symbols,---
🚻,\U0001f6bb,symbols,RESTROOM
🚮,\U0001f6ae,symbols,PUT LITTER IN ITS PLACE SYMBOL
🎦,\U0001f3a6,symbols,CINEMA
📶,\U0001f4f6,symbols,ANTENNA WITH BARS
🈁,\U0001f201,symbols,SQUARED KATAKANA KOKO
🔣,\U0001f523,symbols,INPUT SYMBOL FOR SYMBOLS
ℹ️,\u2139\ufe0f,symbols,---
🔤,\U0001f524,symbols,INPUT SYMBOL FOR LATIN LETTERS
🔡,\U0001f521,symbols,INPUT SYMBOL FOR LATIN SMALL LETTERS
⤴️,\u2934\ufe0f,symbols,---
⤵️,\u2935\ufe0f,symbols,---
🔀,\U0001f500,symbols,TWISTED RIGHTWARDS ARROWS
🔁,\U0001f501,symbols,CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS
🔂,\U0001f502,symbols,CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS WITH CIRCLED ONE OVERLAY
🔄,\U0001f504,symbols,ANTICLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS
🔃,\U0001f503,symbols,CLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS
🎵,\U0001f3b5,symbols,MUSICAL NOTE
🎶,\U0001f3b6,symbols,MULTIPLE MUSICAL NOTES
➕,\u2795,symbols,HEAVY PLUS SIGN
➖,\u2796,symbols,HEAVY MINUS SIGN
➗,\u2797,symbols,HEAVY DIVISION SIGN
✖️,\u2716\ufe0f,symbols,---
🟰,\U0001f7f0,symbols,---
♾️,\u267e\ufe0f,symbols,---
💲,\U0001f4b2,symbols,HEAVY DOLLAR SIGN
💱,\U0001f4b1,symbols,CURRENCY EXCHANGE
™️,\u2122\ufe0f,symbols,---
©️,\xa9\ufe0f,symbols,---
®️,\xae\ufe0f,symbols,---
👁️‍🗨️,\U0001f441\ufe0f\u200d\U0001f5e8\ufe0f,symbols,---
🔚,\U0001f51a,symbols,END WITH LEFTWARDS ARROW ABOVE
🔙,\U0001f519,symbols,BACK WITH LEFTWARDS ARROW ABOVE
🔛,\U0001f51b,symbols,ON WITH EXCLAMATION MARK WITH LEFT RIGHT ARROW ABOVE
🔝,\U0001f51d,symbols,TOP WITH UPWARDS ARROW ABOVE
🔜,\U0001f51c,symbols,SOON WITH RIGHTWARDS ARROW ABOVE
〰️,\u3030\ufe0f,symbols,---
➰,\u27b0,symbols,CURLY LOOP
➿,\u27bf,symbols,DOUBLE CURLY LOOP
✔️,\u2714\ufe0f,symbols,---
☑️,\u2611\ufe0f,symbols,---
🔘,\U0001f518,symbols,RADIO BUTTON
🔴,\U0001f534,symbols,LARGE RED CIRCLE
🟠,\U0001f7e0,symbols,LARGE ORANGE CIRCLE
🟡,\U0001f7e1,symbols,LARGE YELLOW CIRCLE
🟢,\U0001f7e2,symbols,LARGE GREEN CIRCLE
🔵,\U0001f535,symbols,LARGE BLUE CIRCLE
🟣,\U0001f7e3,symbols,LARGE PURPLE CIRCLE
⚫,\u26ab,symbols,MEDIUM BLACK CIRCLE
⚪,\u26aa,symbols,MEDIUM WHITE CIRCLE
🟤,\U0001f7e4,symbols,LARGE BROWN CIRCLE
🔺,\U0001f53a,symbols,UP-POINTING RED TRIANGLE
🔻,\U0001f53b,symbols,DOWN-POINTING RED TRIANGLE
🔸,\U0001f538,symbols,SMALL ORANGE DIAMOND
🔹,\U0001f539,symbols,SMALL BLUE DIAMOND
🔶,\U0001f536,symbols,LARGE ORANGE DIAMOND
🔷,\U0001f537,symbols,LARGE BLUE DIAMOND
🔳,\U0001f533,symbols,WHITE SQUARE BUTTON
🔲,\U0001f532,symbols,BLACK SQUARE BUTTON
▪️,\u25aa\ufe0f,symbols,---
▫️,\u25ab\ufe0f,symbols,---
◾,\u25fe,symbols,BLACK MEDIUM SMALL SQUARE
◽,\u25fd,symbols,WHITE MEDIUM SMALL SQUARE
◼️,\u25fc\ufe0f,symbols,---
◻️,\u25fb\ufe0f,symbols,---
🟥,\U0001f7e5,symbols,LARGE RED SQUARE
🟧,\U0001f7e7,symbols,LARGE ORANGE SQUARE
🟨,\U0001f7e8,symbols,LARGE YELLOW SQUARE
🟩,\U0001f7e9,symbols,LARGE GREEN SQUARE
🟦,\U0001f7e6,symbols,LARGE BLUE SQUARE
🟪,\U0001f7ea,symbols,LARGE PURPLE SQUARE
⬛,\u2b1b,symbols,BLACK LARGE SQUARE
⬜,\u2b1c,symbols,WHITE LARGE SQUARE
🟫,\U0001f7eb,symbols,LARGE BROWN SQUARE
🔈,\U0001f508,symbols,SPEAKER
🔇,\U0001f507,symbols,SPEAKER WITH CANCELLATION STROKE
🔉,\U0001f509,symbols,SPEAKER WITH ONE SOUND WAVE
🔊,\U0001f50a,symbols,SPEAKER WITH THREE SOUND WAVES
🔔,\U0001f514,symbols,BELL
🔕,\U0001f515,symbols,BELL WITH CANCELLATION STROKE
📣,\U0001f4e3,symbols,CHEERING MEGAPHONE
📢,\U0001f4e2,symbols,PUBLIC ADDRESS LOUDSPEAKER
💬,\U0001f4ac,symbols,SPEECH BALLOON
💭,\U0001f4ad,symbols,THOUGHT BALLOON
🗯️,\U0001f5ef\ufe0f,symbols,---
♠️,\u2660\ufe0f,symbols,---
♣️,\u2663\ufe0f,symbols,---
♥️,\u2665\ufe0f,symbols,---
♦️,\u2666\ufe0f,symbols,---
🃏,\U0001f0cf,symbols,PLAYING CARD BLACK JOKER
🎴,\U0001f3b4,symbols,FLOWER PLAYING CARDS
🀄,\U0001f004,symbols,MAHJONG TILE RED DRAGON
🕐,\U0001f550,symbols,CLOCK FACE ONE OCLOCK
🕑,\U0001f551,symbols,CLOCK FACE TWO OCLOCK
🕒,\U0001f552,symbols,CLOCK FACE THREE OCLOCK
🕓,\U0001f553,symbols,CLOCK FACE FOUR OCLOCK
🕔,\U0001f554,symbols,CLOCK FACE FIVE OCLOCK
🕕,\U0001f555,symbols,CLOCK FACE SIX OCLOCK
🕖,\U0001f556,symbols,CLOCK FACE SEVEN OCLOCK
🕗,\U0001f557,symbols,CLOCK FACE EIGHT OCLOCK
🕘,\U0001f558,symbols,CLOCK FACE NINE OCLOCK
🕙,\U0001f559,symbols,CLOCK FACE TEN OCLOCK
🕚,\U0001f55a,symbols,CLOCK FACE ELEVEN OCLOCK
🕛,\U0001f55b,symbols,CLOCK FACE TWELVE OCLOCK
🕜,\U0001f55c,symbols,CLOCK FACE ONE-THIRTY
🕝,\U0001f55d,symbols,CLOCK FACE TWO-THIRTY
🕞,\U0001f55e,flags,CLOCK FACE THREE-THIRTY
🕟,\U0001f55f,flags,CLOCK FACE FOUR-THIRTY
🕠,\U0001f560,flags,CLOCK FACE FIVE-THIRTY
🕡,\U0001f561,flags,CLOCK FACE SIX-THIRTY
🕢,\U0001f562,flags,CLOCK FACE SEVEN-THIRTY
🕣,\U0001f563,flags,CLOCK FACE EIGHT-THIRTY
🕤,\U0001f564,flags,CLOCK FACE NINE-THIRTY
🕥,\U0001f565,flags,CLOCK FACE TEN-THIRTY
🕦,\U0001f566,flags,CLOCK FACE ELEVEN-THIRTY
🕧,\U0001f567,flags,CLOCK FACE TWELVE-THIRTY
🏳️,\U0001f3f3\ufe0f,flags,---
🏴,\U0001f3f4,flags,WAVING BLACK FLAG
🏴‍☠️,\U0001f3f4\u200d\u2620\ufe0f,flags,---
🏁,\U0001f3c1,flags,CHEQUERED FLAG
🚩,\U0001f6a9,flags,TRIANGULAR FLAG ON POST
🏳️‍🌈,\U0001f3f3\ufe0f\u200d\U0001f308,flags,---
🏳️‍⚧️,\U0001f3f3\ufe0f\u200d\u26a7\ufe0f,flags,---
🏳‍🟧‍⬛‍🟧,\U0001f3f3\u200d\U0001f7e7\u200d\u2b1b\u200d\U0001f7e7,flags,---
🇺🇳,\U0001f1fa\U0001f1f3,flags,---
🇦🇫,\U0001f1e6\U0001f1eb,flags,---
🇦🇽,\U0001f1e6\U0001f1fd,flags,---
🇦🇱,\U0001f1e6\U0001f1f1,flags,---
🇩🇿,\U0001f1e9\U0001f1ff,flags,---
🇦🇸,\U0001f1e6\U0001f1f8,flags,---
🇦🇩,\U0001f1e6\U0001f1e9,flags,---
🇦🇴,\U0001f1e6\U0001f1f4,flags,---
🇦🇮,\U0001f1e6\U0001f1ee,flags,---
🇦🇶,\U0001f1e6\U0001f1f6,flags,---
🇦🇬,\U0001f1e6\U0001f1ec,flags,---
🇦🇷,\U0001f1e6\U0001f1f7,flags,---
🇦🇲,\U0001f1e6\U0001f1f2,flags,---
🇦🇼,\U0001f1e6\U0001f1fc,flags,---
🇦🇺,\U0001f1e6\U0001f1fa,flags,---
🇦🇹,\U0001f1e6\U0001f1f9,flags,---
🇨🇻,\U0001f1e8\U0001f1fb,flags,---
🇧🇶,\U0001f1e7\U0001f1f6,flags,---
🇰🇾,\U0001f1f0\U0001f1fe,flags,---
🇨🇫,\U0001f1e8\U0001f1eb,flags,---
🇹🇩,\U0001f1f9\U0001f1e9,flags,---
🇮🇴,\U0001f1ee\U0001f1f4,flags,---
🇨🇱,\U0001f1e8\U0001f1f1,flags,---
🇨🇳,\U0001f1e8\U0001f1f3,flags,---
🇨🇽,\U0001f1e8\U0001f1fd,flags,---
🇨🇨,\U0001f1e8\U0001f1e8,flags,---
🇨🇴,\U0001f1e8\U0001f1f4,flags,---
🇰🇲,\U0001f1f0\U0001f1f2,flags,---
🇨🇬,\U0001f1e8\U0001f1ec,flags,---
🇨🇩,\U0001f1e8\U0001f1e9,flags,---
🇨🇰,\U0001f1e8\U0001f1f0,flags,---
🇨🇷,\U0001f1e8\U0001f1f7,flags,---
🇨🇮,\U0001f1e8\U0001f1ee,flags,---
🇭🇷,\U0001f1ed\U0001f1f7,flags,---
🇨🇺,\U0001f1e8\U0001f1fa,flags,---
🇨🇼,\U0001f1e8\U0001f1fc,flags,---
🇨🇾,\U0001f1e8\U0001f1fe,flags,---
🇨🇿,\U0001f1e8\U0001f1ff,flags,---
🇩🇰,\U0001f1e9\U0001f1f0,flags,---
🇩🇯,\U0001f1e9\U0001f1ef,flags,---
🇬🇮,\U0001f1ec\U0001f1ee,flags,---
🇬🇷,\U0001f1ec\U0001f1f7,flags,---
🇬🇱,\U0001f1ec\U0001f1f1,flags,---
🇬🇩,\U0001f1ec\U0001f1e9,flags,---
🇬🇵,\U0001f1ec\U0001f1f5,flags,---
🇬🇺,\U0001f1ec\U0001f1fa,flags,---
🇬🇹,\U0001f1ec\U0001f1f9,flags,---
🇬🇬,\U0001f1ec\U0001f1ec,flags,---
🇬🇳,\U0001f1ec\U0001f1f3,flags,---
🇬🇼,\U0001f1ec\U0001f1fc,flags,---
🇬🇾,\U0001f1ec\U0001f1fe,flags,---
🇭🇹,\U0001f1ed\U0001f1f9,flags,---
🇭🇳,\U0001f1ed\U0001f1f3,flags,---
🇭🇰,\U0001f1ed\U0001f1f0,flags,---
🇭🇺,\U0001f1ed\U0001f1fa,flags,---
🇮🇸,\U0001f1ee\U0001f1f8,flags,---
🇮🇳,\U0001f1ee\U0001f1f3,flags,---
🇮🇩,\U0001f1ee\U0001f1e9,flags,---
🇮🇷,\U0001f1ee\U0001f1f7,flags,---
🇮🇶,\U0001f1ee\U0001f1f6,flags,---
🇮🇪,\U0001f1ee\U0001f1ea,flags,---
🇮🇲,\U0001f1ee\U0001f1f2,flags,---
🇮🇱,\U0001f1ee\U0001f1f1,flags,---
🇮🇹,\U0001f1ee\U0001f1f9,flags,---
🇯🇲,\U0001f1ef\U0001f1f2,flags,---
🇯🇵,\U0001f1ef\U0001f1f5,flags,---
🎌,\U0001f38c,flags,CROSSED FLAGS
🇯🇪,\U0001f1ef\U0001f1ea,flags,---
🇯🇴,\U0001f1ef\U0001f1f4,flags,---
🇰🇿,\U0001f1f0\U0001f1ff,flags,---
🇰🇪,\U0001f1f0\U0001f1ea,flags,---
🇰🇮,\U0001f1f0\U0001f1ee,flags,---
🇽🇰,\U0001f1fd\U0001f1f0,flags,---
🇰🇼,\U0001f1f0\U0001f1fc,flags,---
🇰🇬,\U0001f1f0\U0001f1ec,flags,---
